oclc	authorName	authorDates	ENDFullTitle	pubLocationStatement	pubDateTranscribed	format	formatStatement	paratextTitleControlled	epigraphBoolean	narrativeFormPrimary	narrativeFormAdditional	nonProseForms	inscriptionBoolean	marginaliaBoolean	translationClaimControlled	titleOtherWorks	titleNouns	titleAdjectives	titlePlaces	titleNames	titleVerbs	titleObjects	titleAdverbs	catalogedBy
197904	Brooke, Frances,	1724?-1789.	The history of Lady Julia Mandeville. Vol. I.	London	1769	Duodecimo	In two volumes.		0	Epistolary			0	1		Lady Catesby's Letters	History, Lady, Translator, Edition, Volume	Fifth, Two		Lady Julia Mandeville, Lady Catesby				MH 6/16/15 University of Pennsylvania GE
198171			The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend.	London	1766	Duodecimo		Preface	1	Epistolary			0	1			Fugitive, Adventure, Miss, Series, Letter, Friend	Faithful		Miss Teresa M---		Letter		MH 7/1/15 University of Pennsylvania GE
198261	Atkyns,		The hermit. Vol. I.	London	1769	Duodecimo			0	Third-person	First-person		1	1			Hermit, Novel, Lady, Volume	Two						KGP 6/23/2015 Haverford College NB
198546	Smollett, T.	1721-1771.	The history and adventures of an atom. In two volumes. Vol. I.	London	1769	Duodecimo	In two volumes.	Prologue, Advertisement, Footnote, Footnote, Footnote, Footnote, Footnote	0	First-person	Third-person		1	1			History, Adventure, Atom, Volume	Two, One						KGP 7/1/15 Haverford College IH
1986497	Kimber, Edward,	1719-1769.	Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. The second edition, corrected. Vol. I.	London	1765	Duodecimo		Table of contents, Table of contents, Preface	1	Third-person			1	1		The Life and Adventures of Joseph Thompson	Memoir, Lady, Rank, Fortune, Author, Life, Adventure	Genuine, Young		Maria, Joseph Thompson				KS 7/01/15 University of Pennsylvania MH
198706	Herberts, Mary.		The adventures of Proteus, &c. A set of novels, never before published	Dublin	1769	Duodecimo		Footnote	0	Third-person	Epistolary		0	1			Adventure, Set, Novel			Proteus	Be, Publish		Never, Before	KS 6/24/15 University of Pennsylvania KGP
198707	Jenner, Charles,	1736-1774.	Letters from Lothario to Penelope. To which is added Lucinda, a dramatic entertainment of three acts. Inscribed to David Garrick, Esq. In two volumes. Volume the first.	London	1769	Octavo	In two volumes.	Table of contents, Table of contents, Letter, Poem, List of characters	0	Epistolary	Dramatic dialogue	Poems	0	1			Letter, Entertainment, Act, Esq., Esquire, Volume	Dramatic, Three, Two, First, Second		Lothario, Penelope, Lucinda, David Garrick, Esq.	Add, Inscribe	Letter		IH 6/19/2015 Swarthmore College KGP
198847	Griffith, Richard,	d. 1788.	Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.	London	1769		In four volumes.	Dedication, Preface, Errata, Preface, Advertisement, Errata, Footnotes	1	Epistolary			0	1		Henry and Frances	Novel, Letter, Author, Volume, Distress, Part, Knot, Gordion knot, Nodus, Vindex	Two, Four, First, Second, Third, Fourth, Delicate, One, Two, Gordion, Dignus	Henry, Frances			Letter		GE 7/7/2015 Swarthmore College KGP
198860	Marmontel, Jean FrancÃßois,	1723-1799.	Belisarius. By M. Marmontel, member of the French Academy.	London	1767., MDCCLXVII.	Duodecimo		Preface, Preface, Footnotes	1	Third-person			1	1	Translation		member, Academy	French		Belisarius, M. Marmontel				GE 6/29/2015 Swarthmore College KS
198912			The adventures of an author.	London	1767	Duodecimo	In two volumes.	Introduction, Table of contents, Table of contents	0	Third-person	First-person		1	1			Adventure, Author, Friend, Volume	Two			Write			KGP 7/7/15 Haverford College NB
198938			The nunnery; or, the history of Miss Sophia Howard. In two volumes.	London	1767	Duodecimo	In two volumes.		0	Epistolary			0	1			Nunnery, History, Volume	Two		Miss Sophia Howard				KGP 6/24-25/15 Haverford College KS
198941			The history of Mr. Wallace.	London	1768., MDCCLXVIII.			Table of contents, Table of contents	0	Third-person			1	1			triumph, love, beauty, family, book	four		Mr. Wallace				GE 6/29/2015 Swarthmore College NB
198960	Povey, Charles,	1652?-1743.	The Virgin in Eden: or, the state of innocency. Deliver‚Äôd byway of image and description. Presenting a nobleman, a student, and heiress, on their progress from Sodom to Canaan. With the parable of the shepherd, Zachariah, and Mary, who dwelt in thatched tenements, secluded from noise and snares. Their holy living and dying. To which are added, Pamela‚Äôs letters, proved to be immodest romances painted in images of virtue: masquerades in disguise, that received birth now vice reigns in triumph, and swells in streams even to a deluge. In this treatise are the divine sayings of Queen Mary and Carolina in public assemblies and select companies. Taken from their own manuscripts. The decree of god appoints these records to be kept in every house, in every kingdom and state, from one generation to another, till the great fall of nature.	London	1767.0	Quarto		Preface, Introduction	0	Mixed-genre	First-person, Letters		0	1		Pamela	Virgin, State, Innocency, Innocence, Image, Description, Nobleman, Student, Heiress, Progress, Parable, Shepherd, Tenement, Noise, Snare, Letter, Romance, Image, Virtue, Masquerade, Disguise, Birth, Vice, Triumph, Stream, Deluge, Treatise, Saying, Queen, Assembly, Company, Manuscript, God, Kingdom, State, Generation, Fall	Thatched, Holy, Immodest, Painted, Divine, Public, Select, Every, One, Another, Great, Nature, Fifth	Eden, Sodom, Canaan	Zachariah, Mary, Queen Mary, Carolina	Deliver, Present, Dwell, Seclude, Live, Die, Add, Be, Receive, Reign, Swell, Take, Decree	Letter		GE 6/16/15 Swarthmore College IH
199030	Pfeil, Johann Gottlob Benjamin,	1732-1800.	The Memoirs of the Count of P‚Äî; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.	London	1767.0	Duodecimo	In two volumes	Preface, Errata, Footnotes	0	First-person	Letters		1	1	Translation		memoir, count, consequence, vice, happiness, novel, German, Volume	dreadful, virtuous, Two	F. Ducal S., Jena	Count of P-, F.W. Streit	show, be, translate			GE 6/16/15 Swarthmore College IH
199032	Marshall, Jane,	18th cent.	The history of Alicia Montague. By the Author of Clarinda Cathcart. In two volumes. Vol. I.	Dublin	1767	Duodecimo	In two volumes.	Dedication	0	First-person	Letters		0	1		Clarinda Cathcart	History, Author, Volumes	Two		Alicia Montague, Clarinda Cathcart				MH 7/6/15 University of Pennsylvania GE
199111	Author of Lucinda Courtney.		The history of Miss Harriot Fitzroy, and Miss Emilia Spencer. Vol. I.	Dublin	1767	Duodecimo	In two volumes.	Footnotes	0	Epistolary		Poems	0	1		Clarissa, Lucinda Courtney	History, Miss, Manner, Mr., Author, Volume	Two		Miss Harriot Fitzroy, Miss Emilia Spencer, Mr. Richardson, Clarissa, Lucinda Courtney	Write			NB 6/26/15 Swarthmore College YDS
199113	Editor of the Wanderer.		The happy extravagant: or, memoirs of Charles Clairville, Esq. In two volumes. Vol. I. By the editor of the Wanderer.	London	1768	Duodecimo	In two volumes.	Dedication, Table of contents, Table of contents	1	Third-person	Letters		0	1		Wanderer	Extravagant, Memoir, Esquire, Volume, Editor, Wanderer	Happy, Two		Charles Clairville, Esq.				KGP 6/26-27/15 Haverford College YDS
199115			Flagel: or a ramble of fancy, &c.	London	1768.0	Octavo			0	First-person		Poetry, Newspaper articles	0	1		The Devil upon two sticks	flagel, ramble, fancy, land, electioneering, manner							GE 6/22/15 Swarthmore College NB
199118	Gessner, Salomon,	1730-1788.	Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry.	London	1768	Duodecimo		Dedication, Subscribers' List, Essay, Footnotes	1	Third-person	Dramatic dialogue	Poems	0	1		Death of Abel	Novel, German, Mr., Author, Death, Gentleman, Year, Discourse, Origin, Use, Poetry	Poetical, Pastoral, Celebrated, English, Several, Prefatory	Hamburgh	Daphnis, Mr. Gessner, Abel	Translate, Reside, Prefix			KGP 7/2/15 Haverford College MH
199132			Constantia; or, The distress'd friend. A novel. In two volumes.	Dublin	1769	Duodecimo	In two volumes	Advertisement, Errata, Other, Footnote	1	Epistolary		Poems, Theatrical dialogue	0	1			Friend, Novel, Volume	Distress'd, Distressed, Two		Constantia				NB 7/10/15 Swarthmore College YDS
199214-1	Scott, Sarah,	1723-1795.	A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. 	London	1767.0	Duodecimo		Preface	0	Epistolary			1	1			Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel	Adjacent, Such, Historical, Proper	Millenium Hall		May, Excite, Lead		Together	KS 6/11/15 University of Pennsylvania IH
199214-1	Scott, Sarah,	1723-1795.	A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. The third edition.	London	1767.0	Duodecimo		Preface	0	Epistolary			1	1			Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel, Edition	Adjacent, Such, Historical, Proper, Third	Millenium Hall		May, Excite, Lead		Together	KS 6/11/15 University of Pennsylvania KGP
199447			The Distressed lovers: or, the history of Edward and Eliza. In a series of letters. In two volumes. Vol. 1	Dublin	1768., MDCCLXVIII.	Octavo	In two volumes.		0	Epistolary	Third-person	Poems	0	0			lover, history, series, letter, volume	distressed, two	Edward, Eliza			letter		GE 6/30/2015 Swarthmore College IH
199451	Mulso, Thomas,	fl. 1768.	Callistus: or, the man of fashion. And Sophronius: or, the country gentleman. In three dialogues. By Thomas Mulso, Esq;	Dublin	1769	Duodecimo	In three dialogues	Dedication, To the reader, Introduction, Introduction	1	Dramatic dialogue	Letters, Third-person		0	1			Man, Fashion, Country, Gentleman, Dialogue, Esq;	Three		Callistus, Sophronius, Thomas Mulso, Esq;				NB 7/13/15 Swarthmore College MH
199454			The History of Amintor and Teresa.	London	1769	Duodecimo		Preface	0	Third-person	Letters		1	1			History			Amintor, Teresa				KPG 7/7/2015 Haverford College IH
199559	Neville, Henry,	1620-1694.	The Isle of Pines. Or the late discovery of a fourth island, in terra Australis incognito. Being a true relation of certain English persons, who, in the days of Q. Elizabeth, making a voyage to the East India, were cast away, and wrecked upon that island, and all drowned, except one man and four women, whereas one was a negro. And now lately, A. D. 1667, a Dutch ship driven by foul weather there, by chance have found their posterity, speaking good English, to amount to 10 or 12,000 persons, as they suppose. The Whole relation follows, written by the man himself a little before his death, and declared to the Dutch by his grandchild. By Henry Neville.	London	1768	Duodecimo		Footnote	0	First-person			0	1			isle, pine, discovery, island, terra, relation, person, day, voyage, man, women, negro, ship, weather, chance, posterity, English, death, Dutch, grandchild	late, fourth, Australis, Incognita, true, certain, English, east, one, four, Dutch, foul, good, 10, 12,000, whole, little	Terra Australis Incognita, East India	Queen Elizabeth	make, cast, wreck, drown, drive, find, speak, amount, suppose, follow, write, declare		away, now, lately, there	GE 6/26/2015 Swarthmore College IH
199563	Neville, Henry,	1620-1694.		London	1768	Duodecimo		Note	0	Third-person			1	1			parlament, lady, order, vote, assembly, abroad, misinformation, garden, spring	divers, remarkable, certain, unlawful, both	Spring Garden, Kate's, Covent Garden		assemble, send, prevent		together	GE 6/26/2015 Swarthmore College IH
199564	Lady.		The history of Miss Sommervile. Vol. I.	London	1769	Octavo	In two volumes.		0	Epistolary			1	1			History, Miss, Lady, Volume	Two		Miss Sommervile	Write			MH 7/2/15 University of Pennsylvania NB
199576-2	Lady.		The history of Miss Sommervile. Written by a lady. In two volume. Vol. I.	Dublin	1769	Duodecimo	In two volumes.		0	Epistolary			1	1			History, Miss, Lady, Volume	Two		Miss Sommervile	Write			MH 6/23/15 University of Pennsylvania KGP
199580			The Fruitless repentance, or The history of Miss Kitty Le Fever: in two volumes.	London	1769, M DCC LXIX	Duodecimo	In two volumes.		0	Epistolary			0	1			Repentance, History, Volume	Fruitless, Two		Kitty Le Fever				GE 6/19/15 Swarthmore College KS
200026			The modern wife. A novel. In two volumes. The second edition. Vol. I.	London	1769	Duodecimo	In two volumes.		0	Epistolary			1	1			Wife, Volume, Edition	Modern, Two, Second						KGP 6/30/15 Haverford College MH
200185			Remarks on the character and manners of the French. In a series of letters, written during a residence of twelve months at Paris and its environs. Vol. I.	London	1769	Octavo		To the reader	1	Epistolary			0	0			Remark, Character, Manner, French, Series, Letter, Residence, Month, Environ	Twelve	Paris		Write	Letter		KGP 7/9/15 Haverford College NB
207938			The adventures of a kidnapped orphan.	London	1747	Duodecimo		Table of contents, Introduction	1	Third-person			1	1			Adventure, Orphan	Kidnapped						KGP 6/26/15 Haverford College KS
218047	PreÃÅvost,	1697-1763.	The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. Giving a particular account of his unhappiness in love, marriage, friendship, &c. and his great sufferings in Europe and America. Intermixed with reflections, describing the heart of man in all its variety of passions and disguises. Also, some curious particulars of Oliver's history and amours, and several remarkable passages in the reign of King Charles II. never before made publick. In four volumes.	London	1760.0	Duodecimo	In four volumes.	Preface, Footnote	0	First-person			0	1			Life, Adventure, Son, Account, Unhappiness, Love, Marriage, Friendship, Suffering, Reflection, Heart, Man, Variety, Passion, Disguise, Particular, History, Amour, Passage, Reign, King, Volume	Entertaining, Natural, Write, Particular, Great, Curious, Several, Remarkable, Publick, Public, Four	Europe, America	Mr. Cleveland, Oliver Cromwell, Oliver, King Charles II	Give, Intermix, Describe, Make		Never	KGP 6/4-5/2015 Haverford College IH
231488	Caumont de La Force, Charlotte Rose de,	d. 1724.	The secret history of Burgundy: or, the amorous and political intrigues of Charles Duke of Burgundy, and Louis XI. of France. The loves and misfortunes of the Princess of Burgundy, and of the Count D'Angolemse; of the Queen of France, and the Duke of Calabria. With the histories of Comines, of Sovereign, and Polignac; and the unfortunate death of the Archdutchess of Austria. Faithfully collected by a person of quality of the French court, and now first done into English.	London	1723	Duodecimo		Dedication, Preface	0	Third-person	First-person		0	1	Translation		History, Intrigue, Duke, Louis XI, Love, Misfortune, Princess, Count, Queen, Death, Archduchess, Person, Quality, Court, English	Secret, Amorous, Political, Unfortunate, French, First	Burgundy, Burgundy, France, Calabria, Austria	Burgundy, Charles, Duke of Burgundy, Charles Duke of Burgundy, Princess of Burgundy, Count of Angolesme, Queen of France, Duke of Calabria, Comines, Sovereign, Polignac, Archdutchess of Austria	Collect, Do		Faithfully, Now	KGP 7/17/15 Haverford College NB
