htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
uc2.ark+=13960=t8bg2jx69,7689525,3601216,PT2392.L2Z43,"Lavater, Johann Caspar,","London;Printed for T. Cadell, jun., and W. Davies;1795",1795,enk,v.1,Christian life,Secret journal of a self-observer,0.62,172,302,1,s,1795,    ,1795
ucm.5317974094,9306805,,,"Radcliffe, Ann,",London;printed for G.G. and J. Robinson ...;1795.,1795,uk ,T. 1,,The mysteries of Udolfo,0.84,423,440,1,s,1795,    ,1795
ucm.5317974100,9306805,,,"Radcliffe, Ann,",London;printed for G.G. and J. Robinson ...;1795.,1795,uk ,T. 2,,The mysteries of Udolfo,0.84,458,488,1,s,1795,    ,1795
ucm.531797411x,9306805,,,"Radcliffe, Ann,",London;printed for G.G. and J. Robinson ...;1795.,1795,uk ,T. 3,,The mysteries of Udolfo,0.84,450,478,1,s,1795,    ,1795
ucm.5317974129,9306805,,,"Radcliffe, Ann,",London;printed for G.G. and J. Robinson ...;1795.,1795,uk ,T. 4,,The mysteries of Udolfo,0.83,393,436,1,s,1795,    ,1795
yale.39002088372348,8731345,7404096,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.1,Europe;Lake District (England);Description and travel,A journey made in the summer of 1794,0.89,480,500,1,s,1795,    ,1795
yale.39002088372462,8731345,7404096,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.2,Europe;Lake District (England);Description and travel,A journey made in the summer of 1794,0.89,411,440,0.999,s,1795,    ,1795
dul1.ark+=13960=t7br9pm7j,1026956,961564,PS707.B4F6 1796,"Belknap, Jeremy,","Printed at Boston;by I. Thomas and E. T. Andrews, [Proprietors of the Work.] Sold by them, J. White, D. West, and E. Larkin, in Boston; by Thomas, Son & Thomas, in Worcester; by Thomas, Andrews & Butler, in Baltimore; and by Thomas, Andrews & Penniman, in Albany.--;Nov. 1796.",1796,mau,,"History;Revolution, 1775-1783;1789-1809;1796;Foreign relations;Boston;United States;IMP;Fiction;Massachusetts",The foresters,0.69,170,252,1,s,1796,    ,1796
hvd.hn2ghp,9713059,8749762,,"Mavor, William Fordyce,",London;Printed for E. Newbery;1796.,1796,enk,,Conduct of life;Juvenile literature,"The juvenile olio, or Mental medley",0.5,116,292,0.999,s,1796,    ,1796
hvd.hn6d2a,9713712,6840176,,,Manchester [Eng.;G. Nicholson;1796.,1796,enk,,Chapbooks,"Preceptive, moral, and sentimental pieces",0.79,22,30,1,s,1796,    ,1796
hvd.hw3q0q,9706391,10438442,PQ2039.A45,"Rousseau, Jean-Jacques,",Philadelphia;Printed for Samuel Longcope.;M.DCC.XCVI. [1796,1796,pau,v.1,,Eloisa: or A series of original letters,0.9,266,276,1,r,1796,    ,1796
hvd.hw3q0r,9706391,10438442,PQ2039.A45,"Rousseau, Jean-Jacques,",Philadelphia;Printed for Samuel Longcope.;M.DCC.XCVI. [1796,1796,pau,v.2,,Eloisa: or A series of original letters,0.89,265,276,1,r,1796,    ,1796
hvd.hw3q0s,9706391,10438442,PQ2039.A45,"Rousseau, Jean-Jacques,",Philadelphia;Printed for Samuel Longcope.;M.DCC.XCVI. [1796,1796,pau,v.3,,Eloisa: or A series of original letters,0.89,259,268,1,r,1796,    ,1796
mdp.39015009232102,1776216,7392625,,"Wollstonecraft, Mary,",London;Printed for J. Johnson;1796.,1796,enk,,,Original stories from real life;,0.8,155,179,1,s,1796,    ,1796
mdp.39015010794405,1734875,23617661,,"Genlis, St̩phanie F̩licit̩,",Dublin;Printed for P. Wogan;1796.,1796,ie ,v.3,Education;Education of princes,Adelaide and Theodore;,0.8,269,310,1,s,1796,    ,1796
mdp.39015010794413,1734875,23617661,,"Genlis, St̩phanie F̩licit̩,",Dublin;Printed for P. Wogan;1796.,1796,ie ,V.2,Education;Education of princes,Adelaide and Theodore;,0.82,286,310,1,s,1796,    ,1796
mdp.39015010794421,1734875,23617661,,"Genlis, St̩phanie F̩licit̩,",Dublin;Printed for P. Wogan;1796.,1796,ie ,V.1,Education;Education of princes,Adelaide and Theodore;,0.76,255,324,1,s,1796,    ,1796
mdp.39015012107705,2369247,35261615,,"Tschink, Cajetan,",1795,1796,xx ,v.2,,The victim of magical delusion,0.57,140,270,1,s,1796,    ,1795
mdp.39015022370764,1287015,43129968,PR3991.A1S4,,Lond.;1796.,1796,xx ,,,The Siamese tales: being a collection of stories told to the son of the mandarin Sam-Sib,0.74,168,220,1,s,1796,    ,1796
mdp.39015027178915,784832,7121355,,"Walker, George,",London;Printed for B. Crosby;1796.,1796,enk,v.2,,Theodore Cyphon,0.89,240,254,1,s,1796,    ,1796
mdp.39015027178923,784832,7121355,,"Walker, George,",London;Printed for B. Crosby;1796.,1796,enk,v.3,,Theodore Cyphon,0.89,225,238,1,s,1796,    ,1796
mdp.39015027179251,784832,7121355,,"Walker, George,",London;Printed for B. Crosby;1796.,1796,enk,v.1,,Theodore Cyphon,0.89,263,276,1,s,1796,    ,1796
mdp.39015031938452,1785299,7102627,,"Wieland, Christoph Martin,",London;J. Johnson;1796.,1796,enk,v.1,,"Private history of Peregrinus Proteus, the philosopher",0.79,265,316,1,s,1796,    ,1796
mdp.39015031938460,1785299,7102627,,"Wieland, Christoph Martin,",London;J. Johnson;1796.,1796,enk,v.2,,"Private history of Peregrinus Proteus, the philosopher",0.76,318,402,1,s,1796,    ,1796
mdp.39015063758570,245907,23625523,,,London;Printed for Robinson and Roberts;1769.,1796,enk,v.1,,The masquerade;,0.89,213,223,1,s,1796,    ,1769
mdp.39015063758588,245907,23625523,,,London;Printed for Robinson and Roberts;1769.,1796,enk,v.2,,The masquerade;,0.89,219,227,1,s,1796,    ,1769
mdp.39015063962032,123034,14583719,,,London;Printed for G. G. & J. Robinson;1796.,1796,enk,,,Travels before the flood,0.77,376,471,1,s,1796,    ,1796
mdp.39015064379699,1779885,67892813,,"Cramer, Karl Gottlieb,",London;Printed for G.G. and J. Robinson;1796.,1796,enk,v.2,,Albert de Nordenshild,0.5,307,717,1,s,1796,    ,1796
mdp.39015064408506,1779885,67892813,,"Cramer, Karl Gottlieb,",London;Printed for G.G. and J. Robinson;1796.,1796,enk,v.1,,Albert de Nordenshild,0.84,347,362,1,s,1796,    ,1796
njp.32101036889507,9471885,9122006,,"Smith, Charlotte,",Philadelphia;Printed by J. Carey ...;1796.,1796,pau,,,"D'Arcy, a novel",0.89,166,176,0.999,s,1796,    ,1796
njp.32101037021068,9656817,5066806,,"Peacock, Lucy,","Philadelphia;Printed by Ormrod and Conrad, No.41, Chesnut-Street;1796.",1796,pau,,,Visit for a week;,0.8,255,296,1,s,1796,    ,1796
njp.32101037606348,9471334,13387499,,"Whitmore, H.",London;Printed for T. Chapman;1796.,1796,enk,,,Modern Gulliver's travels,0.83,194,252,1,s,1796,    ,1796
njp.32101072911959,9010604,39920878,,"Auvigny,","London;printed for Vernor and Hood, and H. Lowndes;1796.",1796,enk,vol. 2,,Memoirs of Madame de Barneveldt [pseud.],0.82,309,344,1,s,1796,    ,1796
njp.32101072911967,9010604,39920878,,"Auvigny,","London;printed for Vernor and Hood, and H. Lowndes;1796.",1796,enk,vol. 1,,Memoirs of Madame de Barneveldt [pseud.],0.84,353,368,1,s,1796,    ,1796
nnc1.0315300579,8402426,837309,,"Brewer, George,","London;Printed for Vernor and Hood, and Champante and Whitrow;1796.",1796,enk,,Juvenile literature;Description and travel;Conduct of life;Tales;Civilization;Thailand,The Siamese tales,0.76,173,216,1,s,1796,    ,1796
nyp.33433067290126,8618303,2953091,,"Rowe, Elizabeth Singer,",London;Printed for J. & A. Arch;Edinburgh;& for S. Doig;1796.,1796,enk,v. 1,"1674-1737;Rowe, Elizabeth Singer",The works of Mrs. Elizabeth Rowe,0.78,270,334,0.997,s,1796,    ,1796
nyp.33433067290159,8618303,2953091,,"Rowe, Elizabeth Singer,",London;Printed for J. & A. Arch;Edinburgh;& for S. Doig;1796.,1796,enk,v. 4,"1674-1737;Rowe, Elizabeth Singer",The works of Mrs. Elizabeth Rowe,0.54,183,400,0.996,s,1796,    ,1796
nyp.33433074874300,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,enk,v. 1,,The monk,0.89,241,252,1,s,1796,    ,1796
nyp.33433074874748,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,enk,v. 3,,The monk,0.89,315,330,1,s,1796,    ,1796
nyp.33433074874755,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,enk,v. 2,,The monk,0.89,290,304,0.999,s,1796,    ,1796
nyp.33433074955414,670549,2950236,,"Moore, John,","London;printed for A. Strahan, and T. Cadell jun., and W. Davies;1796.",1796,enk,v. 1,,Edward,0.82,483,534,1,s,1796,    ,1796
nyp.33433074955422,670549,2950236,,"Moore, John,","London;printed for A. Strahan, and T. Cadell jun., and W. Davies;1796.",1796,enk,v. 2,,Edward,0.84,580,616,1,s,1796,    ,1796
nyp.33433075896377,8611240,2750279,,"Hamilton, Elizabeth,",London;Printed for G. G. and J. Robinson ...;1796.,1796,enk,v. 1,Great Britain;South Asians;Religion;18th century;Social life and customs;Fiction,Translation of the letters of a Hindoo rajah,0.89,335,356,1,s,1796,    ,1796
nyp.33433075896385,8611240,2750279,,"Hamilton, Elizabeth,",London;Printed for G. G. and J. Robinson ...;1796.,1796,enk,v. 2,Great Britain;South Asians;Religion;18th century;Social life and customs;Fiction,Translation of the letters of a Hindoo rajah,0.89,343,360,1,s,1796,    ,1796
uc2.ark+=13960=t58c9t67v,7662372,319998805,,"Hoccleve, Thomas,",London;Herbert;1798.,1796,enk,,,Poems,0.73,136,220,1,s,1796,    ,1798
uc2.ark+=13960=t5n874c1j,670549,2950236,,"Moore, John,","London;printed for A. Strahan, and T. Cadell jun., and W. Davies;1796.",1796,enk,v.2,,Edward,0.84,586,612,1,s,1796,    ,1796
uc2.ark+=13960=t5t728t8q,7685802,994380,PR3316.A4C3 1796,"Burney, Fanny,","London;T. Payne, T. Cadell, Jun., and W. Davies;1796.",1796,enk,v.3,,"Camilla: or, A picture of youth",0.84,468,486,1,s,1796,    ,1796
uc2.ark+=13960=t6sx65q8h,670549,2950236,,"Moore, John,","London;printed for A. Strahan, and T. Cadell jun., and W. Davies;1796.",1796,enk,v.1,,Edward,0.83,489,534,1,s,1796,    ,1796
dul1.ark+=13960=t3gx54x4v,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.69,213,320,1,s,1797,    ,1797
hvd.hn2ghr,9710719,13369112,,,"London;Printed for John Stockdale, Piccadilly;1797.",1797,enk,,Conduct of life;Juvenile fiction;Children's stories,The Children's miscellany,0.53,156,350,1,s,1797,    ,1797
hvd.hn2hdk,9711105,13779551,,"Lovechild,",London;Printed for E. Newbery;1797.,1797,enk,pt.2,,The infant's friend,0.72,136,192,1,s,1797,    ,1797
hvd.hn2hdr,9711183,30086247,,,London;Printed for E. Newbery;1797.,1797,enk,,,The force of example;,0.81,160,180,1,s,1797,    ,1797
hvd.hw204v,9714009,15935043,,"Rulhi̬re, Claude Carloman de,",London;M. Beauvalet;1797.,1797,enk,,,"The history, or anecdotes, of the revolution in Russia, in the year 1762",0.7,162,240,1,s,1797,    ,1797
hvd.hxkcgs,9710229,9880862,,"Hamilton, Elizabeth,",Dublin;H. Colbert;1797.,1797,ie ,v.1,England;Social life and customs,Translation of the letters of a Hindoo rajah,0.89,265,278,1,s,1797,    ,1797
mdp.39015020051689,324528,11837581,,"West,",London;Printed for T.N. Longman;1797.,1797,enk,,,A gossip's story,0.86,416,484,1,s,1797,    ,1797
mdp.39015023070538,2240492,68199155,,"Hall, William Henry,",London;Printed for C. Cooke;1797?,1797,enk,v.1,Encyclopedias and dictionaries,The new encyclopaedia;,0.73,458,632,1,r,1797,1788,1797
mdp.39015065443007,1796028,23632381,,"Genlis, St̩phanie F̩licit̩,",D. Dublin;P. Wogan;1797.,1797,ie ,v.1,,The knights of the Swan;,0.75,285,370,0.996,s,1797,    ,1797
mdp.39015065443015,1796028,23632381,,"Genlis, St̩phanie F̩licit̩,",D. Dublin;P. Wogan;1797.,1797,ie ,v.2,,The knights of the Swan;,0.77,276,343,1,s,1797,    ,1797
mdp.39015078565382,1423752,23638987,,"Swift, Jonathan,",London;Printed for C. Cooke;1797?,1797,enk,,,Travels into several remote nations of the world,0.51,135,304,1,s,1797,    ,1797
njp.32101037019443,9471277,177472266,,"Marshall, Edmund.",London;Printed for J. Stockdale;1797.,1797,enk,v.2,,"Edmund and Eleonora, or, Memoirs of the houses of Summerfield & Gretton, a novel",0.7,269,390,1,s,1797,    ,1797
njp.32101037042528,9471287,6635397,,"Lewis, Alethea,",London;Printed for William Lane at the Minerva-Press;1797.,1797,enk,v.1,,Disobedience,0.89,270,280,1,s,1797,    ,1797
njp.32101037042544,9471287,6635397,,"Lewis, Alethea,",London;Printed for William Lane at the Minerva-Press;1797.,1797,enk,v.4,,Disobedience,0.89,269,282,1,s,1797,    ,1797
njp.32101037042551,9471287,6635397,,"Lewis, Alethea,",London;Printed for William Lane at the Minerva-Press;1797.,1797,enk,v.3,,Disobedience,0.89,247,260,1,s,1797,    ,1797
njp.32101037572763,9471988,10667114,,"Pilkington,","London;Printed for E. Newbery, at the corner of St. Paul's Church-Yard;1797.",1797,enk,,Conduct of life;Juvenile fiction,"Edward Barnard, or, Merit exalted",0.89,168,178,1,s,1797,    ,1797
njp.32101037572912,9472140,19941365,,"Scott, Sarah,",Edinburgh;Printed by A. Shirrefs ...;1797.,1797,stk,,,"The man of real sensibility: or, The history of Sir George Ellison",0.88,98,106,0.999,s,1797,    ,1797
njp.32101067498707,8958606,36149470,,"Sterne, Laurence,",Vienna;Printed for R. Sammer;1797.,1797,au ,vol. 2,"1713-1768;Sterne, Laurence;Correspondence;Novelists, English;18th century",The letters of the late Rev. Mr. Laurence Sterne,0.8,249,286,0.999,s,1797,    ,1797
njp.32101067498715,8958606,36149470,,"Sterne, Laurence,",Vienna;Printed for R. Sammer;1797.,1797,au ,vol. 1,"1713-1768;Sterne, Laurence;Correspondence;Novelists, English;18th century",The letters of the late Rev. Mr. Laurence Sterne,0.78,240,292,0.995,s,1797,    ,1797
njp.32101071963068,8980628,25812656,,"Le Sage, Alain Ren̩,",London;Printed for G.G. and J. Robinson ...;1797.,1797,enk,vol. 2,,"The history of Vanillo Gonzalez, surnamed the merry batchelor",0.82,370,406,0.999,s,1797,    ,1797
njp.32101071963076,8980628,25812656,,"Le Sage, Alain Ren̩,",London;Printed for G.G. and J. Robinson ...;1797.,1797,enk,vol. 1,,"The history of Vanillo Gonzalez, surnamed the merry batchelor",0.79,334,396,0.999,s,1797,    ,1797
nnc1.0113413384,8401363,79622073,,,Dublin;Printed and sold by the principal booksellers;1797.,1797,xx ,v.1,,Memoirs of Mrs. Margaret Leeson,0.84,277,290,1,s,1797,    ,1797
nnc1.0113413392,8401363,79622073,,,Dublin;Printed and sold by the principal booksellers;1797.,1797,xx ,v.3,,Memoirs of Mrs. Margaret Leeson,0.8,300,348,1,s,1797,    ,1797
nnc1.0113413406,8401363,79622073,,,Dublin;Printed and sold by the principal booksellers;1797.,1797,xx ,v.2,,Memoirs of Mrs. Margaret Leeson,0.83,253,276,1,s,1797,    ,1797
nyp.33433075821359,8691345,10680816,,"Genlis, St̩phanie F̩licit̩,",Dublin;P. Wogan;1797.,1797,ie ,v. 1,French fiction,The knights of the swan;,0.89,349,370,0.998,s,1797,    ,1797
nyp.33433075821367,8691345,10680816,,"Genlis, St̩phanie F̩licit̩,",Dublin;P. Wogan;1797.,1797,ie ,v. 2,French fiction,The knights of the swan;,0.89,321,348,1,s,1797,    ,1797
nyp.33433075821557,3316179,9073704,,"Marmontel, Jean-Fran̤ois,",Dublin;Printed by A. Stewart for P. Wogan;1797.,1797,nik,v. 2,"History;Conquest, 1522-1548;Fiction;Peru",The Incas,0.69,208,312,1,s,1797,    ,1797
nyp.33433075821565,3316179,9073704,,"Marmontel, Jean-Fran̤ois,",Dublin;Printed by A. Stewart for P. Wogan;1797.,1797,nik,v. 1,"History;Conquest, 1522-1548;Fiction;Peru",The Incas,0.68,207,312,1,s,1797,    ,1797
nyp.33433075821888,8691357,15339579,,"Le Sage, Alain Ren̩,",London;Printed for the proprietors.;1797.,1797,enk,v. 1,French wit and humor;French fiction,The adventures of Gil Blas of Santillane,0.88,274,296,1,s,1797,    ,1797
nyp.33433075821896,8691357,15339579,,"Le Sage, Alain Ren̩,",London;Printed for the proprietors.;1797.,1797,enk,v. 2,French wit and humor;French fiction,The adventures of Gil Blas of Santillane,0.89,223,238,1,s,1797,    ,1797
nyp.33433075821904,8691357,15339579,,"Le Sage, Alain Ren̩,",London;Printed for the proprietors.;1797.,1797,enk,v. 3,French wit and humor;French fiction,The adventures of Gil Blas of Santillane,0.88,250,274,1,s,1797,    ,1797
nyp.33433075821912,8691357,15339579,,"Le Sage, Alain Ren̩,",London;Printed for the proprietors.;1797.,1797,enk,v. 4,French wit and humor;French fiction,The adventures of Gil Blas of Santillane,0.88,231,250,1,s,1797,    ,1797
nyp.33433082256656,8655069,21531903,,,"London;Printed for E. Newbery, at the corner of St. Paul's Church-Yard;1797.",1797,enk,,Conduct of life;Juvenile literature;Moral education,The Selector,0.74,178,236,1,s,1797,    ,1797
uc1.b3366264,10054406,,,"Le Sage, Alain Ren̩,",London?;Printed for the Proprietors;1797.,1797,enk,v. 2,,The adventures of Gil Blas of Santillane,0.88,221,238,1,s,1797,    ,1797
uc1.b3366265,10054406,,,"Le Sage, Alain Ren̩,",London?;Printed for the Proprietors;1797.,1797,enk,v. 3,,The adventures of Gil Blas of Santillane,0.89,247,264,1,s,1797,    ,1797
uc1.b3366266,10054406,,,"Le Sage, Alain Ren̩,",London?;Printed for the Proprietors;1797.,1797,enk,v. 4,,The adventures of Gil Blas of Santillane,0.89,231,246,1,s,1797,    ,1797
uc2.ark+=13960=t0js9m626,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.09,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.51,125,316,1,s,1797,    ,1797
uc2.ark+=13960=t1rf5pg0t,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.04,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.56,150,318,1,s,1797,    ,1797
uc2.ark+=13960=t4rj4b523,7691636,4782843,,"Pope, Alexander,","London;Printed for B. Law, J. Johnson, C. Dilly [and others;1797.",1797,enk,v.8,,"The works of Alexander Pope, esq.;",0.52,201,452,0.999,s,1797,    ,1797
uc2.ark+=13960=t4wh2fp3p,7660165,4939365,,"Gilpin, William,","London;T. Cadell, jun. and M. Davies;1797.",1797,xx ,,,Three dialogues on the amusements of clergymen,0.81,226,256,1,s,1797,    ,1797
uc2.ark+=13960=t59c6wb65,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.08,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.53,142,318,1,s,1797,    ,1797
uc2.ark+=13960=t6542np4w,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.07,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.68,207,318,1,s,1797,    ,1797
uc2.ark+=13960=t88g8k18p,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.06,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.62,142,254,1,s,1797,    ,1797
uc2.ark+=13960=t8w95440h,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.05,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.75,218,286,1,s,1797,    ,1797
uc2.ark+=13960=t9668b76d,7689871,7968707,,"Le Sage, Alain Ren̩,",London;Printed for G.G. and J. Robinson ...;1797.,1797,enk,v.1,,The history of Vanillo Gonzales,0.88,357,392,1,s,1797,    ,1797
uc2.ark+=13960=t9862fz2g,7685219,18501533,,Addison.,London;Printed for the author;1797.,1797,enk,v.02,Anecdotes,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;",0.58,160,318,1,s,1797,    ,1797
dul1.ark+=13960=t3jw95z4h,1160657,12940244,PS2736.R3R5 (Rare Bk Coll),"Rowson,","Boston;Printed by Manning & Loring, for D. West;1798.",1798,mau,,IMP;Boston;1798;Massachusetts,Reuben and Rachel;,0.84,359,378,1,s,1798,    ,1798
dul1.ark+=13960=t6834jz71,10945357,79530732,,"West,",Dublin;printed by William Porter;1798.,1798,ie ,,"Publisher;Dublin;Bookplate, Armorial;Porter, William;Ireland;Place;Musgrave, Fanny;Provenance;Musgrave, John;1798","A gossip's story, and a legendary tale",0.79,253,296,1,s,1798,    ,1798
hvd.32044054765631,9705987,3347064,,"Murray, Judith Sargent,",Boston;I. Thomas and E. T. Andrews;1798.,1798,mau,v.1,,The gleaner,0.9,342,356,1,s,1798,    ,1798
hvd.32044054765649,9705987,3347064,,"Murray, Judith Sargent,",Boston;I. Thomas and E. T. Andrews;1798.,1798,mau,v.2,,The gleaner,0.89,320,336,1,s,1798,    ,1798
hvd.32044054765656,9705987,3347064,,"Murray, Judith Sargent,",Boston;I. Thomas and E. T. Andrews;1798.,1798,mau,v.3,,The gleaner,0.73,194,340,1,s,1798,    ,1798
hvd.hn2ghs,9711668,6800490,,"Helme, Elizabeth,","London;Printed for T. N. Longman, and E. Newbery;1798.",1798,enk,v.1,Description and travel;London (England);Fiction,Instructive rambles in London,0.7,149,214,1,s,1798,    ,1798
