oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
199032,"Marshall, Jane,",18th cent.,The history of Alicia Montague. By the Author of Clarinda Cathcart. In two volumes. Vol. I.,Dublin,1767,Duodecimo,In two volumes.,Dedication,0,First-person,Letters,,0,1,,Clarinda Cathcart,"History, Author, Volumes",Two,,"Alicia Montague, Clarinda Cathcart",,,,MH 7/6/15 University of Pennsylvania GE
199111,Author of Lucinda Courtney.,,"The history of Miss Harriot Fitzroy, and Miss Emilia Spencer. Vol. I.",Dublin,1767,Duodecimo,In two volumes.,Footnotes,0,Epistolary,,Poems,0,1,,"Clarissa, Lucinda Courtney","History, Miss, Manner, Mr., Author, Volume",Two,,"Miss Harriot Fitzroy, Miss Emilia Spencer, Mr. Richardson, Clarissa, Lucinda Courtney",Write,,,NB 6/26/15 Swarthmore College YDS
199113,Editor of the Wanderer.,,"The happy extravagant: or, memoirs of Charles Clairville, Esq. In two volumes. Vol. I. By the editor of the Wanderer.",London,1768,Duodecimo,In two volumes.,"Dedication, Table of contents, Table of contents",1,Third-person,Letters,,0,1,,Wanderer,"Extravagant, Memoir, Esquire, Volume, Editor, Wanderer","Happy, Two",,"Charles Clairville, Esq.",,,,KGP 6/26-27/15 Haverford College YDS
199115,,,"Flagel: or a ramble of fancy, &c.",London,1768,Octavo,,,0,First-person,,"Poetry, Newspaper articles",0,1,,The Devil upon two sticks,"flagel, ramble, fancy, land, electioneering, manner",,,,,,,GE 6/22/15 Swarthmore College NB
199118,"Gessner, Salomon,",1730-1788.,"Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry.",London,1768,Duodecimo,,"Dedication, Subscribers' List, Essay, Footnotes",1,Third-person,Dramatic dialogue,Poems,0,1,,Death of Abel,"Novel, German, Mr., Author, Death, Gentleman, Year, Discourse, Origin, Use, Poetry","Poetical, Pastoral, Celebrated, English, Several, Prefatory",Hamburgh,"Daphnis, Mr. Gessner, Abel","Translate, Reside, Prefix",,,KGP 7/2/15 Haverford College MH
199132,,,"Constantia; or, The distress'd friend. A novel. In two volumes.",Dublin,1769,Duodecimo,In two volumes,"Advertisement, Errata, Other, Footnote",1,Epistolary,,"Poems, Theatrical dialogue",0,1,,,"Friend, Novel, Volume","Distress'd, Distressed, Two",,Constantia,,,,NB 7/10/15 Swarthmore College YDS
199214-1,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. ",London,1767,Duodecimo,,Preface,0,Epistolary,,,1,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel","Adjacent, Such, Historical, Proper",Millenium Hall,,"May, Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania IH
199214-1,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. The third edition.",London,1767,Duodecimo,,Preface,0,Epistolary,,,1,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel, Edition","Adjacent, Such, Historical, Proper, Third",Millenium Hall,,"May, Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania KGP
199447,,,"The Distressed lovers: or, the history of Edward and Eliza. In a series of letters. In two volumes. Vol. 1",Dublin,1768,Octavo,In two volumes.,,0,Epistolary,Third-person,Poems,0,0,,,"lover, history, series, letter, volume","distressed, two","Edward, Eliza",,,letter,,GE 6/30/2015 Swarthmore College IH
199451,"Mulso, Thomas,",fl. 1768.,"Callistus: or, the man of fashion. And Sophronius: or, the country gentleman. In three dialogues. By Thomas Mulso, Esq;",Dublin,1769,Duodecimo,In three dialogues,"Dedication, To the reader, Introduction, Introduction",1,Dramatic dialogue,"Letters, Third-person",,0,1,,,"Man, Fashion, Country, Gentleman, Dialogue, Esq;",Three,,"Callistus, Sophronius, Thomas Mulso, Esq;",,,,NB 7/13/15 Swarthmore College MH
199454,,,The History of Amintor and Teresa.,London,1769,Duodecimo,,Preface,0,Third-person,Letters,,1,1,,,History,,,"Amintor, Teresa",,,,KPG 7/7/2015 Haverford College IH
199559,"Neville, Henry,",1620-1694.,"The Isle of Pines. Or the late discovery of a fourth island, in terra Australis incognito. Being a true relation of certain English persons, who, in the days of Q. Elizabeth, making a voyage to the East India, were cast away, and wrecked upon that island, and all drowned, except one man and four women, whereas one was a negro. And now lately, A. D. 1667, a Dutch ship driven by foul weather there, by chance have found their posterity, speaking good English, to amount to 10 or 12,000 persons, as they suppose. The Whole relation follows, written by the man himself a little before his death, and declared to the Dutch by his grandchild. By Henry Neville.",London,1768,Duodecimo,,Footnote,0,First-person,,,0,1,,,"isle, pine, discovery, island, terra, relation, person, day, voyage, man, women, negro, ship, weather, chance, posterity, English, death, Dutch, grandchild","late, fourth, Australis, Incognita, true, certain, English, east, one, four, Dutch, foul, good, 10, 12,000, whole, little","Terra Australis Incognita, East India",Queen Elizabeth,"make, cast, wreck, drown, drive, find, speak, amount, suppose, follow, write, declare",,"away, now, lately, there",GE 6/26/2015 Swarthmore College IH
199563,"Neville, Henry,",1620-1694.,,London,1768,Duodecimo,,Note,0,Third-person,,,1,1,,,"parlament, lady, order, vote, assembly, abroad, misinformation, garden, spring","divers, remarkable, certain, unlawful, both","Spring Garden, Kate's, Covent Garden",,"assemble, send, prevent",,together,GE 6/26/2015 Swarthmore College IH
199564,Lady.,,The history of Miss Sommervile. Vol. I.,London,1769,Octavo,In two volumes.,,0,Epistolary,,,1,1,,,"History, Miss, Lady, Volume",Two,,Miss Sommervile,Write,,,MH 7/2/15 University of Pennsylvania NB
199576-2,Lady.,,The history of Miss Sommervile. Written by a lady. In two volume. Vol. I.,Dublin,1769,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,,"History, Miss, Lady, Volume",Two,,Miss Sommervile,Write,,,MH 6/23/15 University of Pennsylvania KGP
199580,,,"The Fruitless repentance, or The history of Miss Kitty Le Fever: in two volumes.",London,1769,Duodecimo,In two volumes.,,0,Epistolary,,,0,1,,,"Repentance, History, Volume","Fruitless, Two",,Kitty Le Fever,,,,GE 6/19/15 Swarthmore College KS
200026,,,The modern wife. A novel. In two volumes. The second edition. Vol. I.,London,1769,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,,"Wife, Volume, Edition","Modern, Two, Second",,,,,,KGP 6/30/15 Haverford College MH
200185,,,"Remarks on the character and manners of the French. In a series of letters, written during a residence of twelve months at Paris and its environs. Vol. I.",London,1769,Octavo,,To the reader,1,Epistolary,,,0,0,,,"Remark, Character, Manner, French, Series, Letter, Residence, Month, Environ",Twelve,Paris,,Write,Letter,,KGP 7/9/15 Haverford College NB
207938,,,The adventures of a kidnapped orphan.,London,1747,Duodecimo,,"Table of contents, Introduction",1,Third-person,,,1,1,,,"Adventure, Orphan",Kidnapped,,,,,,KGP 6/26/15 Haverford College KS
218047,"PreÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€“vost,",1697-1763.,"The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. Giving a particular account of his unhappiness in love, marriage, friendship, &c. and his great sufferings in Europe and America. Intermixed with reflections, describing the heart of man in all its variety of passions and disguises. Also, some curious particulars of Oliver's history and amours, and several remarkable passages in the reign of King Charles II. never before made publick. In four volumes.",London,1760,Duodecimo,In four volumes.,"Preface, Footnote",0,First-person,,,0,1,,,"Life, Adventure, Son, Account, Unhappiness, Love, Marriage, Friendship, Suffering, Reflection, Heart, Man, Variety, Passion, Disguise, Particular, History, Amour, Passage, Reign, King, Volume","Entertaining, Natural, Write, Particular, Great, Curious, Several, Remarkable, Publick, Public, Four","Europe, America","Mr. Cleveland, Oliver Cromwell, Oliver, King Charles II","Give, Intermix, Describe, Make",,Never,KGP 6/4-5/2015 Haverford College IH
231488,"Caumont de La Force, Charlotte Rose de,",d. 1724.,"The secret history of Burgundy: or, the amorous and political intrigues of Charles Duke of Burgundy, and Louis XI. of France. The loves and misfortunes of the Princess of Burgundy, and of the Count D'Angolemse; of the Queen of France, and the Duke of Calabria. With the histories of Comines, of Sovereign, and Polignac; and the unfortunate death of the Archdutchess of Austria. Faithfully collected by a person of quality of the French court, and now first done into English.",London,1723,Duodecimo,,"Dedication, Preface",0,Third-person,First-person,,0,1,Translation,,"History, Intrigue, Duke, Louis XI, Love, Misfortune, Princess, Count, Queen, Death, Archduchess, Person, Quality, Court, English","Secret, Amorous, Political, Unfortunate, French, First","Burgundy, Burgundy, France, Calabria, Austria","Burgundy, Charles, Duke of Burgundy, Charles Duke of Burgundy, Princess of Burgundy, Count of Angolesme, Queen of France, Duke of Calabria, Comines, Sovereign, Polignac, Archdutchess of Austria","Collect, Do",,"Faithfully, Now",KGP 7/17/15 Haverford College NB
2360719,"Marini, Giovanni Ambrogio,",ca. 1594-ca. 1650.,"The desperadoes; an heroick history. Translated from the Italian of the celebrated Marini. (The original having passed ten editions. Containing a series of the most surprising adventures of the Prince Formidaur and Florian; the former being in love with Zelinda, whom he takes to be his own sister; and the latter having married Fidalme, whom he supposes to be his father's daughter by a second wife, and afterwards kills in disguise in single combat. With a relation of the various amazing accidents, and misfortunes, which happen thereon, until the whole concludes with making them all happy, by a most extraordinary and uncommon revolution. In four books. Embellished with eight excellent copper-plates.",London,1733,Duodecimo,In four books.,"Dedication, Introduction",0,Third-person,First-person,,0,1,Translation,Marini,"Desperado, History, Italian, Original, Edition, Series, Adventure, Prince, Sister, Father, Daughter, Wife, Disguise, Combat, Relation, Accident, Misfortune, Whole, Revolution, Book, Copper-plates","Heroick, Celebrated, Ten, Surprising, Second, Single, Amazing, Happy, Extraordinary, Uncommon, Four, Embellished, Eight, Excellent",,"Prince Formidaur, Florian, Zelinda, Fidalme","Translate, Pass, Contain, Be, Love, Take, Marry, Suppose, Kill, Happen, Conclude, Make",Copper-plates,"Most, Thereon, All, Most",f 1998/11/18
196600,"Johnstone, Charles,",1719?-1800?,"The reverie; or, a flight to the paradise of fools. By the editor of the Adventures of a Guinea. In two volumes. Volume the first.",Dublin,1762,Duodecimo,In two volumes,"Table of contents, Table of contents, Advertisement, Postscript, Footnotes",1,First-person,,,1,1,,Adventures of a Guinea,"Reverie, Flight, Paradise, Fool, Editor, Adventure, Guinea, Volume",Two,,,Publish,,,IEH 6/30/2015 Swarthmore College NB
245177,"Ramsay,",1686-1743.,"The travels of Cyrus. To which is annexed, a discousre [sic] upon the theology and mythology of the pagans. By the Chevalier Ramsay.",,1760,Duodecimo,,"Dedication, Essay, Letter, Footnotes",0,Third-person,,,1,1,,,"Travel, Discourse, Theology, Mythology, Pagan",Annexed,,Cyrus,,,,GE 6/9/15 Swarthmore College KGP
247080,"Saint-Hyacinthe,",1684-1746.,"Histoire du Prince Titi, A. R. The history of Prince Titi, a royal allegory. Translated by a lady.",London,1736,Duodecimo,,"Preface, Essay, Errata, Footnotes, Note",1,Third-person,Letters,Poems,0,1,Translation,"Histoire du Prince Titi, A. R.","History, Histoire, Prince, Allegory, Lady",Royal,,Prince Titi,Translate,,,KGP 7/20/15 Haverford College MH
247652,"Le Sage, Alain ReneÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€“,",1668-1747.,"The bachelor of Salamanca. Or, memoirs of Don Cherubim de la Ronda in three parts. Written originally in French by Mr. le Sage; author of the devil upon two sticks, and Gil Blas. Translated by Mr. Lockman.",Dublin,1737,Duodecimo,In three parts,"Preface, Table of contents, Table of contents",0,First-person,,,0,0,Translation,"The Devil upon two sticks, Gil Blas","Don, Bachelor, Memoir, Part, French, Author, Devil, Stick","Three, Two",Salamanca,"Don Cherubim de la Ronda, Mr. Le Sage, Gil Blas, Mr. Lockman","Write, Translate",,Originally,NB 7/14/15 Swarthmore College KGP
253193,"Thibault,",,"The life and adventures of Pedrillo del Campo. Intermix'd with several entertaining and delightful novels. Written originally in French, by Mons. Thibault, G.D.T. From thence translated into English, by Ralph Brookes, M.D.",London,1723,Duodecimo,,"Dedication, Table of contents",0,First-person,,,1,1,Translation,,"Life, Adventure, Novel, French, Monsieur, English","Several, Entertaining, Delightful",,"Pedrillo del Campo, Mons. Thibault, G.D.T., Mons. Thibault, Ralph Brookes, M.D., Ralph Brookes","Intermix, Write, Translate",,Originally,IH 7/30/2015 Swarthmore College NB
253936,,,"The life and character of Jane Shore. Collected from our best historians, chiefly from the writings of Sir Thomas More; who was her cotemporary [sic], and personally knew her. Humbly offer'd to the readers and spectators of her tragedy written by Mr. Rowe. Inscrib'd to Mrs. Oldfield.",London,1714,Quarto,,"Dedication, Footnotes",1,First-person,,,0,1,,,"Life, Character, Historian, Writing, Sir, Cotemporary, Contemporary, Reader, Spectator, Tragedy, Mr., Mrs.","Collected, Best, Offered, Written, Inscrib'd, Inscribed",,"Jane Shore, Sir Thomas More, Mr. Rowe, Mrs. Oldfield","Collect, Know, Offer, Write, Inscribe",,"Chiefly, Personally, Humbly",YDS 8/5/15 Swarthmore College MH
259960,"Haywood, Eliza Fowler,",1693?-1756.,A spy upon the conjurer.,London,1724,Octavo,,"Table of contents, Table of contents, Table of contents, Errata, Dedication, Note",0,Epistolary,,Poems,1,1,,,"Spy, Conjurer, Collection, Story, Name, Place, Circumstance, Name, Man, Penetration, Event, Prediction, Lord, Lady, Year, Business, Transaction, Life, Conversation, All, Part, Be, Collection, Letter, Closet, Sheet, Person, Acquaintance","Surprising, Particular, Deaf, Dumb, Astonishing, Twenty, All, Discover'd, Discovered, Foregoing, Containing, Some, Particular",,"Mr. Duncan Campbell, Mr. Campbell","Relate, Know, Write, Make, Observe, Discover, Find, Contain",Letter,"Commonly, More, Past",YDS 7/23/15 Swarthmore College IH
261889,"Aulnoy,",1650 or 51-1705.,"A collection of novels and tales of the fairies. Written by that celebrated wit of France, the Countess D'Anois. In three volumes. Vol. I. containing, I. The history of Don Gabriel. II. The royal ram. III. The story of Finetta the Cinder-Girl. IV. The palace of revenge. V. The story of Anguilletta. VI. The history of Don Ferdinand of Toledo. VII. The story of the yellow dwarf. VIII. The story of Young-and-Handsome. IX. The history of the new gentleman-citizen. X. The story of the white cat. The second edition.",London,1722,Duodecimo,In three volumes,"Dedication, To the reader",0,Third-person,,,1,1,Translation,,"Collection, Novel, Tale, Fairy, Wit, Countess, Volume, History, Don, Ram, Story, Cinder, Girl, Palace, Revenge, Dwarf, Gentleman-Citizen, Gentleman, Citizen, Cat, Knight, Pidgeon, Pigeon, Dove, Princess, Star, Prince, Chery, Cherry, Love, Pleasure, Italian, Tyranny, Edition, French, Hand","Celebrated, Three, Royal, Yellow, Young, Handsome, New, White, Fortunate, Fair, ChÃ¢â‚¬_ÃƒÂ ÃƒÂ¶Ã‚Â¬Ã‚Â©ri, Perfect, Errant, Magnificent, Cruel, Best, Original, Several","France, Toledo, Granada, Canary Islands, Numidia, Mauritania, Castille, Castil","Countess d'Anois, Don Gabriel, Finetta the Cinder-Girl, Finetta, Cinder-girl, Anguilletta, Don Ferdinand of Toledo, Young-and-Handsome, Fortunio, Princess Fair-Star, Prince Chery, Princess Carpillona, Princess Zamea, Prince Almanzon, Prince Elmedorus of Granada, Princess Alzayda, Zalmaida, Princess of the Canary-Islands, Prince of Numidia, Prince of Mauritania, Princess of Castil, Prince Salmasis, Amerdin, Florinx, Princess Leonice","Write, Celebrate, Destroy, Translate",Hand,,KGP 8/4/15 Haverford College NB
